variable,vi_mean,vi_sd,min,max,sign_stable
growth_sd[1],2.79926073823438,1.93763039796789,0.01656391663753,4.5070979182,TRUE
growth_sd[2],0.791059656411478,0.639586268559717,0.01338755769591,1.5563778526,TRUE
occasion_sd,1.56470360791168,1.84968954713662,0.03654619305672,4.200554,TRUE
slope_mean,-0.21038196169,0.0504598422229255,-0.26016048374,-0.16358505193,TRUE
slope_variance,0.934642911005262,1.05411468102971,0.000417089111048147,2.4234468234,TRUE
